prompt_id,judge_delta,high_gap_delta,length_delta,completion_delta,refusal_diagnostic_delta,seed,comparison
kd_0ab33e2772ade36ef9f5a293,-1.1879516659332936,1.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_33c7d51a7e7fe447906a5bbd,-0.03362127356414979,1.0,-136.0,0.0,0.0,43,knn_minus_proxy
kd_eb7d02d556f01f10d42c3463,-0.10646736628647441,0.0,-37.0,0.0,0.0,43,knn_minus_proxy
kd_6984c83fe2fbd80be2ef8b4f,-0.5865044388412801,0.0,65.0,-1.0,0.0,43,knn_minus_proxy
kd_ecd82effaa32c8d3fd8b982d,0.3025914620773483,0.0,-72.0,0.0,0.0,43,knn_minus_proxy
kd_1406f9ed81e9ba179d19d833,-0.112070911880499,0.0,80.0,-1.0,0.0,43,knn_minus_proxy
kd_6a0dd6edde402f516e5c3f79,0.1606349736953825,0.0,11.0,0.0,0.0,43,knn_minus_proxy
kd_58e03570c88e5ac1bf94dd8f,0.0466962132835414,0.0,-5.0,0.0,0.0,43,knn_minus_proxy
kd_f63025844d48a3321377498c,0.026850322638036293,0.0,-15.0,0.0,0.0,43,knn_minus_proxy
kd_155ed9ef353c0ee7a08036e1,0.2748072151736412,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_28ccf6c2f3fc4f718ba4f90c,0.9479331296558906,0.0,-1.0,0.0,0.0,43,knn_minus_proxy
kd_a0ade6d7986938d4c3cbb9d6,-0.022414182376099934,0.0,-175.0,1.0,0.0,43,knn_minus_proxy
kd_62475db489ba4ee3597c281f,-0.2839129767639317,0.0,-29.0,0.0,0.0,43,knn_minus_proxy
kd_b99062524313c56b2906eb27,-0.3455519782982065,0.0,-68.0,0.0,0.0,43,knn_minus_proxy
kd_d501a62c914eb78bd2b274d4,-0.3268734929847899,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3a7f5dd3fc8051bd0c93b71a,0.28764867382661496,0.0,-94.0,0.0,0.0,43,knn_minus_proxy
kd_38ff25c3ed3bd32656894946,-0.0074713941253663485,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_fb992816d6728b68cbacf8e5,0.6897030701979067,-1.0,-91.0,0.0,0.0,43,knn_minus_proxy
kd_57158d52462fba194f9e7804,0.25589524879380693,1.0,-16.0,1.0,0.0,43,knn_minus_proxy
kd_fe67321abf933a46af2a4731,0.125145851599891,0.0,-42.0,0.0,0.0,43,knn_minus_proxy
kd_9d8bc6ce23d674106d635fb3,0.18024738327446987,0.0,-89.0,1.0,0.0,43,knn_minus_proxy
kd_91aed97c8a1adc0773c93e33,-1.1655374835571934,0.0,69.0,0.0,0.0,43,knn_minus_proxy
kd_1ff731959a1f8ce9514704d5,-0.8302586721813663,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1ea51e50d142a5ca0ba6c72a,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_709bbdb38dd392f9450c4a85,0.009718649389636999,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_caf4373e6c9764852fd5cecc,0.11207091188049945,0.0,12.0,0.0,0.0,43,knn_minus_proxy
kd_62b0bbd193d4ac3d9fb402df,-0.49684770933688066,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4763ae933051f649c7787e07,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4143f7934d8081b4b40d7876,-0.43801048059961856,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_6971c8a7d93ca6c0fb87327c,0.5454117711517638,0.0,32.0,0.0,0.0,43,knn_minus_proxy
kd_201f90802d2394c5aa7815ed,-0.6724254712829963,0.0,-94.0,0.0,0.0,43,knn_minus_proxy
kd_24ccb3fcf8e2d0d665c3484d,0.1426569315812189,0.0,-243.0,1.0,0.0,43,knn_minus_proxy
kd_1b9a4d75c053a822348c97b5,0.331543114313144,1.0,-15.0,0.0,0.0,43,knn_minus_proxy
kd_5dddbafd3cdef4834e92f57a,-0.6201257124054299,0.0,9.0,0.0,0.0,43,knn_minus_proxy
kd_8475db7047f02a3b5bfd79f4,0.1942562472595324,0.0,-230.0,1.0,0.0,43,knn_minus_proxy
kd_f297ea2ae829946d73e03751,-0.05416760740890808,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1f2adf27a567024a0fad633c,-0.5005834063995638,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_5bb61e7e3ec5f3e5b4d72be0,-0.08218533537903283,0.0,-30.0,0.0,0.0,43,knn_minus_proxy
kd_8d34261c233b4482bd3a9f10,0.35489122095491465,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_db630f9fac261aae2da35b05,0.0971281236297662,0.0,-91.0,1.0,0.0,43,knn_minus_proxy
kd_c76edaaf58c95ed625250242,-0.35535818308775013,0.0,74.0,-1.0,0.0,43,knn_minus_proxy
kd_8b0e8de90b798303dcafdfaa,0.018678485313416537,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_e5a3f5e98071bffa6e3bd18e,0.41092667689516427,0.0,22.0,0.0,0.0,43,knn_minus_proxy
kd_52a963b6298f99e5bc971159,-0.8433336119007578,0.0,-35.0,0.0,0.0,43,knn_minus_proxy
kd_1b76167e70ae814132a60b33,-0.0044361402619364,0.0,2.0,0.0,0.0,43,knn_minus_proxy
kd_6003a3f093f328c732ee04db,-1.0142417525185194,0.0,-9.0,0.0,1.0,43,knn_minus_proxy
kd_c9d78cd8af2c57e8e322f606,-0.36609831214296473,1.0,19.0,0.0,0.0,43,knn_minus_proxy
kd_d733c318fd9b7f90ea826c47,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c23ae3c0389744b8cc8128dc,-0.3773054033310146,0.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_3abc038ff690aefa71fa1d0c,-0.6873682595337295,0.0,-129.0,0.0,0.0,43,knn_minus_proxy
kd_2adc04ac3b6879ac4ed8c920,0.05977115300293301,0.0,-30.0,0.0,0.0,43,knn_minus_proxy
kd_8c9bec58f7026f319aa477b0,-0.47069782989809705,0.0,-2.0,0.0,0.0,43,knn_minus_proxy
kd_50e81536ba16b1febbc52881,0.07471394125366632,0.0,2.0,0.0,0.0,43,knn_minus_proxy
kd_5cd61749928b2a949a904b2b,-0.4151293360906831,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_b6ac530b94d265ef1c3723e4,-0.20919903551026553,0.0,59.0,0.0,0.0,44,knn_minus_proxy
kd_7695c04e2f4aa27f34f0cfbd,0.0378823030262728,0.0,-70.0,0.0,0.0,44,knn_minus_proxy
kd_43c10c5c575cfcf3ad4c3f30,0.10459951775513288,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_219d26da3deb62df0b005308,-0.5640902564651802,0.0,13.0,0.0,0.0,44,knn_minus_proxy
kd_9cfbac2012d7295b357b1d03,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_7573ba899293d7e36aef3786,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_d15ed33a910802adacc3fd24,-0.5837026660442677,0.0,139.0,-1.0,0.0,44,knn_minus_proxy
kd_5e298ada43fdbcc88b5a60c1,-0.45575504164736413,0.0,-38.0,0.0,0.0,44,knn_minus_proxy
kd_2a46a75e1c18196fe730e2e7,-0.0018678485313416981,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_e177f6055163fbfd4e20ac03,-0.19425624725953228,0.0,101.0,0.0,0.0,44,knn_minus_proxy
kd_1287f4d13e1295c95caccdee,0.4557550416473639,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_6b8ac712eda8bbbac2f7903a,-0.2372167634803904,0.0,-3.0,0.0,0.0,44,knn_minus_proxy
kd_1d6af05820a9efb4f12963e8,0.1823487128722292,0.0,60.0,0.0,0.0,44,knn_minus_proxy
kd_13efffb08aa3d0e439742776,-0.7041788963158044,0.0,-52.0,0.0,0.0,44,knn_minus_proxy
kd_50c0d02613c6ca3ba4fe4df1,-0.11954230600586602,0.0,46.0,0.0,0.0,44,knn_minus_proxy
kd_25de202b286f85e95bad9ffc,-0.43894440486528935,0.0,7.0,0.0,0.0,44,knn_minus_proxy
kd_0f7a3f96892e9379826b6755,-0.029885576501466504,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_f15db617dcc4c8762ed2d589,-0.2502917031997819,0.0,-106.0,0.0,0.0,44,knn_minus_proxy
kd_b110ddb367a0f8167a7dfa9c,-0.054167607408908094,0.0,-25.0,0.0,0.0,44,knn_minus_proxy
kd_86697c70ae5e12f0c5b6aed4,0.381041100393698,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_add43391da210c3e1b157227,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_d1d640853132fc17ba37f815,-0.3660983121429647,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_d26a1ccfdc5e29d184db77fe,-0.43357434033768205,0.0,-61.0,0.0,1.0,44,knn_minus_proxy
kd_4a0b566c572101857260ba19,-0.0971281236297662,0.0,-14.0,1.0,0.0,44,knn_minus_proxy
kd_192c5b80f8ba0cf00211b58c,0.07284609272232456,0.0,-47.0,0.0,0.0,44,knn_minus_proxy
kd_3c7df3bbc64e416eacdc3b97,-0.02895165223579571,0.0,42.0,0.0,0.0,44,knn_minus_proxy
kd_67177a1d4a66e393ebb0d10f,-0.6070507726860385,0.0,-22.0,0.0,0.0,44,knn_minus_proxy
kd_03c8532d2fbb46edd80cb55a,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_c8255a1f881250bea9d24744,-0.07284609272232462,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_82097ed0fcacd74298cc8d2d,0.08592103244171623,0.0,-13.0,0.0,0.0,44,knn_minus_proxy
kd_0ecf6a0f2aa0bb19d4b754ab,-0.4991825200010577,1.0,-57.0,1.0,0.0,44,knn_minus_proxy
kd_ea0da14e287368179aecbe7d,0.22974536935502374,0.0,-43.0,1.0,0.0,44,knn_minus_proxy
kd_1630d917a79188d8c5435cce,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_b4ca5c72954c93f5fa907cf7,0.23161321788636524,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_b6e759e6f1d1cfa4f3866a0a,0.0022180701309682006,0.0,-1.0,0.0,0.0,44,knn_minus_proxy
kd_09a3e23137f3c535fd5ce71c,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_e12416d3adebadb26b22db83,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_79142af4a61394f005aed390,0.258230059457984,0.0,7.0,0.0,0.0,44,knn_minus_proxy
kd_8595082b4be2adbf36df2397,0.08965672950439951,0.0,31.0,-1.0,0.0,44,knn_minus_proxy
kd_7b7ad7282c5dbdfd501944a2,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_2bb218d77d9786a30617fce9,0.32874134151613144,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_86d096064ddcc9bcd47b348c,-0.4034552827697977,0.0,-2.0,0.0,0.0,44,knn_minus_proxy
kd_f50a0d1e71d129f5c4f8dcba,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_0aceef94927d94d499ba1117,0.6107864697487216,0.0,40.0,0.0,0.0,44,knn_minus_proxy
kd_fc7db40650f051e1a7b3b25c,-0.01494278825073328,0.0,-54.0,0.0,0.0,44,knn_minus_proxy
kd_4259334244c0e7a98a7a4467,0.35115552389223126,0.0,40.0,0.0,0.0,44,knn_minus_proxy
kd_ab05f25840a0bdcb28d8c4b6,0.06724254712829958,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_2a0da9d2f1b7527e78849cd8,0.11020306334915775,0.0,-244.0,1.0,1.0,44,knn_minus_proxy
kd_289e471b468be0dd1cfc130b,0.07471394125366632,0.0,-10.0,0.0,0.0,44,knn_minus_proxy
kd_6fbe8e49e73593b8e40b2985,-0.15689927663269887,0.0,-16.0,0.0,0.0,44,knn_minus_proxy
kd_ed869b316e0b90de53aa8a6a,-0.40999275262949364,0.0,87.0,-1.0,0.0,44,knn_minus_proxy
kd_64c8f1ef4af48e288af57579,-0.2614987943878322,0.0,14.0,-1.0,0.0,44,knn_minus_proxy
kd_752ab4534ea407f3576791de,-0.14942788250733252,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_eaa0a2b11f10c99e19680e57,0.310062856202715,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_67adcc095cd9aa4d7b363e72,0.08218533537903339,0.0,-127.0,1.0,0.0,44,knn_minus_proxy
kd_aba477edf0e6dbe37affdf05,-0.7952365122187103,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_26e668bec024526b0d237184,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_8f3a7c444b919fefb1ad42f5,0.011207091188049967,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_42cedabbc8044ad805908ff6,0.09712812362976608,0.0,9.0,0.0,0.0,44,knn_minus_proxy
kd_9fbd59ca280e2f7c4c3a6796,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_cf3a39f7a30b2ea12c3e3ba4,-1.0945592393662107,0.0,-65.0,0.0,0.0,44,knn_minus_proxy
kd_e995a0867d374d01a5be11fd,-0.8993690678410075,0.0,189.0,-1.0,1.0,44,knn_minus_proxy
kd_8e8e9162242a8bab5b026832,0.41279452542650613,0.0,4.0,0.0,0.0,44,knn_minus_proxy
kd_7fcdb2e651cb227d61f7128f,0.0,0.0,1.0,0.0,-1.0,44,knn_minus_proxy
kd_4625d016594b13610eaf3274,-1.1333170963915498,0.0,-81.0,0.0,1.0,44,knn_minus_proxy
kd_2d70579b7cf34ab8b881b000,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_4cf2ef59848e28715b0a597c,-0.19425624725953217,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_f857f68af9fbc270c5008dae,0.4837727696174891,0.0,-5.0,0.0,0.0,44,knn_minus_proxy
kd_e68b62838507b9b07e05da8d,0.0971281236297663,0.0,-42.0,0.0,0.0,44,knn_minus_proxy
kd_d823dc74da5e744a9c5211c1,-0.3829089489250396,0.0,-69.0,0.0,0.0,44,knn_minus_proxy
kd_e1433b2d913ab922c068ae75,0.41839807102053106,0.0,42.0,0.0,0.0,44,knn_minus_proxy
kd_6a87f8b62aaa939421669490,-0.16810636782074906,0.0,-95.0,0.0,1.0,44,knn_minus_proxy
kd_9c0f35b5ee363766658fa9fe,-0.2502917031997819,0.0,22.0,-1.0,0.0,44,knn_minus_proxy
kd_f5909a5db98cbcff855a9f3e,0.4557550416473639,0.0,34.0,0.0,0.0,44,knn_minus_proxy
kd_1a269e8a183e99f05159d878,0.48972653681114064,0.0,53.0,0.0,0.0,44,knn_minus_proxy
kd_051c247edfdb5485f2c1ab04,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_85c2fafd20b581654035d0f1,0.9097589752965953,0.0,-116.0,0.0,0.0,44,knn_minus_proxy
kd_7a000af99dd910c536d74f8f,-0.1270137001312326,-1.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_83172de6d67da8a1fa3e7927,1.1020306334915773,0.0,-129.0,1.0,0.0,44,knn_minus_proxy
kd_367e035e5c26e544a66bb970,0.17931345900879903,0.0,16.0,0.0,1.0,44,knn_minus_proxy
kd_95e2d25d4657888961b58b46,0.11393876041184109,0.0,63.0,0.0,0.0,44,knn_minus_proxy
kd_763925f81f998cbd44083bd0,-0.06350685006561618,0.0,-35.0,0.0,0.0,44,knn_minus_proxy
kd_badba8e96cf959cefcaf1f1e,1.0011668127991278,0.0,-241.0,1.0,1.0,44,knn_minus_proxy
kd_1e83dcea3dec4ec644646014,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_6186761abcaaedbf9bb574f1,0.1494278825073324,0.0,-124.0,0.0,0.0,44,knn_minus_proxy
kd_2488e674ed614fbed37f6015,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_6544e5e4d9f5d0ed92b2020c,0.7844963831634957,0.0,118.0,-1.0,0.0,44,knn_minus_proxy
kd_29eeb12d74e5ef3f01667ceb,0.20172764138489896,0.0,1.0,0.0,0.0,44,knn_minus_proxy
kd_f559118ba8bef09810af916e,-0.029885576501466504,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_14a51154c0b60f1506c64150,0.07471394125366637,0.0,-7.0,0.0,0.0,44,knn_minus_proxy
kd_ebd5112eb8df2c99d6daca41,0.1349520563894347,0.0,17.0,0.0,0.0,44,knn_minus_proxy
kd_c12d4113db3ed7ef546595d8,-0.8480032332291121,0.0,-56.0,0.0,0.0,44,knn_minus_proxy
kd_42f66aa9b511a4450e6db56d,-0.321269947390765,0.0,-42.0,0.0,0.0,44,knn_minus_proxy
kd_a71863453c9b8aebebf9abf6,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_0c8a28ad95050087db9ccbd7,0.011207091188049856,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_9bf706330f1dbb43cb189bcf,-0.7041788963158047,0.0,-170.0,1.0,0.0,44,knn_minus_proxy
kd_ffd971ab3dc06e3ac3df4d6a,-0.38290894892503957,0.0,-60.0,0.0,0.0,44,knn_minus_proxy
kd_1ca76deb0e06433a778b7e84,-0.7041788963158044,0.0,118.0,0.0,1.0,44,knn_minus_proxy
kd_aa055010781c1e019ef3d80a,1.20663015124671,0.0,-77.0,1.0,0.0,44,knn_minus_proxy
kd_84822e7c0fb605ca1ffa73c7,0.46591146803653444,0.0,-10.0,0.0,0.0,44,knn_minus_proxy
kd_6fc8b1070b637d9af5702a73,-0.549147468214447,0.0,-62.0,0.0,0.0,44,knn_minus_proxy
kd_fb946893662533a221acd495,0.0037356970626832853,0.0,-1.0,0.0,0.0,44,knn_minus_proxy
kd_0c1fcda6e46b9f5d6097ee6a,0.11954230600586602,0.0,-12.0,0.0,0.0,44,knn_minus_proxy
kd_20acd2db15e21078427bf826,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_24f6ff0687bf1363d989a142,-0.5790330447159135,0.0,-185.0,1.0,1.0,44,knn_minus_proxy
kd_e4381a69329bd6264953a1da,-0.44641579899065575,0.0,171.0,-1.0,0.0,44,knn_minus_proxy
kd_0fa072b020347c84d0f9f9e0,0.3063271591400317,-1.0,-16.0,1.0,0.0,44,knn_minus_proxy
kd_a7fe3db4d8084a3554050976,-0.2643005671848443,-1.0,-11.0,0.0,0.0,44,knn_minus_proxy
kd_226475783237b2de05959e8a,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_82f951245b1dda7314a68294,-0.4562220037801996,0.0,-87.0,0.0,0.0,44,knn_minus_proxy
kd_748ec285b3988b22a6fd8374,0.14195648838196595,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_78df0e4099ba4e84c9b38c3a,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_802ac4885cac8723e268820d,0.007471394125366598,0.0,27.0,0.0,0.0,44,knn_minus_proxy
kd_a7fd594adb76fe9a5852764f,0.424702059813809,0.0,-48.0,0.0,0.0,44,knn_minus_proxy
kd_b122bfb7fe8ede08e8bb415d,-0.6939057293934254,0.0,51.0,-1.0,0.0,44,knn_minus_proxy
kd_2bcd91836cecc2ec105b5a7a,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_325988d77939660a8e9793eb,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_15b91891c359cc93c4d5dc07,1.1375197555870686,0.0,-26.0,0.0,1.0,44,knn_minus_proxy
kd_e7deeb908b4c9779cc1f250e,-0.2326638826852451,0.0,-5.0,0.0,0.0,44,knn_minus_proxy
kd_2ec551d0ea262c092b9b06e8,1.158066089431827,0.0,-82.0,1.0,0.0,44,knn_minus_proxy
kd_b6d470cdf01032207a171faa,-0.7751571405067873,0.0,-18.0,0.0,0.0,44,knn_minus_proxy
kd_e9b30d3fb2b21648b8f15b1f,-0.29138437088929847,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_a6f5907b87ebeed9667a8ef7,-0.5827687417785968,0.0,25.0,0.0,0.0,44,knn_minus_proxy
kd_7c35bcee3a72947238d26ec9,-0.42213376808321434,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_9663dc0445544f3d9b6421f6,-0.2675693021146923,0.0,4.0,0.0,0.0,44,knn_minus_proxy
kd_a9452342ddea3892ab46345c,0.014942788250733141,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_3017401732c33f9490fb79bd,-0.044828364752199645,0.0,22.0,0.0,0.0,44,knn_minus_proxy
kd_1a2a8f2ad67f8bdc6147bf3a,-0.05229975887756644,0.0,16.0,0.0,0.0,44,knn_minus_proxy
kd_40ac11f63f31a7501a637338,0.10459951775513282,0.0,-10.0,0.0,0.0,44,knn_minus_proxy
kd_75d8ff20f11e75b72e068de6,-0.526733285838347,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_b3da0a72d89e29d87b1acf56,0.9077743862320451,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_c27de7b13324d1108ef1172e,-0.0037356970626833963,0.0,158.0,-1.0,0.0,44,knn_minus_proxy
kd_199ec2bc091a07547aa118c2,0.14942788250733252,-1.0,-38.0,1.0,0.0,44,knn_minus_proxy
kd_17e7c1f63b2ca1bf0ebaeb84,0.1419564883819659,0.0,91.0,0.0,0.0,44,knn_minus_proxy
kd_a955023c928fb3bc77dead05,0.23908461201173203,-1.0,-223.0,0.0,1.0,44,knn_minus_proxy
kd_1ab792535d936d204130a63d,-0.02755076583728941,0.0,-4.0,0.0,0.0,44,knn_minus_proxy
kd_b87df26623a45147b4911f14,-0.3137985532653985,0.0,-12.0,0.0,0.0,44,knn_minus_proxy
kd_fe5993bcd7ba344b5a136aa3,-0.429605162208581,0.0,-39.0,0.0,0.0,44,knn_minus_proxy
kd_afb3ba49f097d119e49e3fe0,0.1284145865297388,0.0,10.0,0.0,0.0,44,knn_minus_proxy
kd_42e0de0b60f99f460f80671c,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_8df7cc2db49186bba9541c22,0.3520894481579022,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_31a829970bb4c83c7ab4548f,-0.2853138631624379,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_55e56447b486ce90456fd651,-0.3063271591400316,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_4da3a59766f0961bed8e8004,-0.593041908700976,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_2276dce93dc09df494cd3665,-0.4034552827697978,0.0,54.0,0.0,0.0,44,knn_minus_proxy
kd_dd50ae44f1aec029b28e45df,0.15689927663269926,0.0,35.0,0.0,0.0,44,knn_minus_proxy
kd_87fd2187baacc3ac73021e73,0.4996494821338931,0.0,22.0,0.0,-1.0,44,knn_minus_proxy
kd_d254ecd9d2c44b185bfdb665,-0.08592103244171612,0.0,-76.0,0.0,1.0,44,knn_minus_proxy
kd_bc78fa42c32027c76c4cb54b,-0.0560354559402495,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_96899161374a07ffc3eaa0cf,0.8666817185425285,0.0,-171.0,1.0,0.0,44,knn_minus_proxy
kd_7f6a192fa9ba5ffb2c0ab1fc,-0.125145851599891,0.0,-2.0,0.0,0.0,44,knn_minus_proxy
kd_67d59adb743926615c9faf5f,0.537940377026397,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_ac40c9b5469a30d72147b730,-0.1424234505148014,0.0,-3.0,0.0,0.0,44,knn_minus_proxy
kd_3d789b2f78ffc7376d7de661,0.3137985532653982,0.0,-22.0,0.0,0.0,44,knn_minus_proxy
kd_7e56fe7174e265e41bf4afec,-0.2839129767639319,0.0,-26.0,0.0,0.0,44,knn_minus_proxy
kd_da0c97d36ca33f19eb8c13b1,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_f0edfff8855a782029537abd,-0.3362127356414981,0.0,66.0,-1.0,0.0,44,knn_minus_proxy
kd_52c8620ec9294e9d8434e1ec,0.3936490779802541,0.0,28.0,0.0,1.0,44,knn_minus_proxy
kd_2e2e27ac59ab82a2511b735f,0.7957034743515455,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_d462b092f427cd31cae5cb8d,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_b91bbc7f3a1ede90552d52d8,-0.1232780030685493,0.0,9.0,0.0,0.0,44,knn_minus_proxy
kd_3a3b2fddc100b32b2226ad90,-0.0009339242656707936,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_c6ebcc27be318fae935a6101,-0.014942788250733141,0.0,-111.0,1.0,0.0,44,knn_minus_proxy
kd_0b63333a947642c7b1301f73,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_9ca9660c7b872f998d43ce37,-0.9694133877663196,0.0,-51.0,0.0,0.0,44,knn_minus_proxy
kd_2be4d3c2fd5884a54727d97f,0.07097824419098298,0.0,3.0,0.0,0.0,44,knn_minus_proxy
kd_5384f336b14f189793b90848,0.39598388864443124,0.0,-38.0,0.0,0.0,44,knn_minus_proxy
kd_14dbade9267804825ba62e2f,-0.8031748684769122,0.0,5.0,0.0,0.0,44,knn_minus_proxy
kd_006d737db8deef4192483b68,0.7338309917508532,0.0,-119.0,0.0,0.0,44,knn_minus_proxy
kd_ce48f78d0523145c4b29299a,-0.05977115300293301,0.0,-69.0,1.0,0.0,44,knn_minus_proxy
kd_3f9f6c6a9ad4892e1410f832,0.3959838886444311,0.0,-10.0,0.0,0.0,44,knn_minus_proxy
kd_3aa3a6c789c08ba74724e49e,-0.45201934458468096,0.0,2.0,0.0,1.0,44,knn_minus_proxy
kd_51d7fdc7febe6070c3752f93,-0.4912441637428557,0.0,49.0,-1.0,0.0,44,knn_minus_proxy
kd_5a1643dcfb70ce5ea68d25f6,-0.13074939719391598,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_1148daf4b1c7855fd786f047,0.2540274002624653,0.0,65.0,0.0,0.0,44,knn_minus_proxy
kd_821e8bed368743cb8949bedb,0.1045995177551331,0.0,36.0,0.0,0.0,44,knn_minus_proxy
kd_aac1574e80ac87f8557064b8,-1.1207091188049938,0.0,-14.0,0.0,0.0,44,knn_minus_proxy
kd_5c554dbaea142c518dac12b0,-0.23348106641770713,0.0,65.0,0.0,0.0,44,knn_minus_proxy
kd_7366566281309e17126c41fd,-0.007471394125366682,0.0,1.0,0.0,0.0,44,knn_minus_proxy
kd_16fc4752242267eed1a7eb99,0.07471394125366615,0.0,24.0,0.0,0.0,44,knn_minus_proxy
kd_85beb53ccc24e26a5bc92d7a,0.5727290559226353,0.0,-194.0,1.0,0.0,44,knn_minus_proxy
kd_43347729c3d598dac52e2dff,0.0466962132835414,0.0,25.0,0.0,0.0,44,knn_minus_proxy
kd_5d67c0982732e57da0b176ae,0.20546333844758224,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_cb90121acea3cc10b1cd0bdf,-0.05229975887756644,1.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_a6de584789832e35803199ee,-0.1419564883819659,0.0,-7.0,0.0,0.0,44,knn_minus_proxy
kd_6d6efc5947452ec5a720112a,-0.4931120122741973,0.0,0.0,1.0,0.0,44,knn_minus_proxy
kd_0d00c76afa4987a9aff899ee,-0.1867848531341656,1.0,44.0,-1.0,0.0,44,knn_minus_proxy
kd_d1a4b9346fa249ef85f6e378,2.0621047786011886,0.0,-47.0,0.0,1.0,44,knn_minus_proxy
kd_fdad39478f675422aa848a1c,0.5043191034622473,0.0,8.0,0.0,0.0,44,knn_minus_proxy
